,date,dateTime,open,high,low,close,volume
0,2022-09-21 14:00:00,1663761600000,1350.94,1351.84,1348.11,1350.44,3195.086
1,2022-09-21 14:15:00,1663762500000,1350.44,1352.68,1347.31,1349.00,5704.521
2,2022-09-21 14:30:00,1663763400000,1349.00,1360.16,1347.68,1356.29,9252.768
3,2022-09-21 14:45:00,1663764300000,1356.26,1357.61,1353.34,1355.76,3394.130
4,2022-09-21 15:00:00,1663765200000,1355.79,1358.31,1343.00,1353.99,5503.305
5,2022-09-21 15:15:00,1663766100000,1353.99,1356.68,1348.69,1350.41,3963.418
6,2022-09-21 15:30:00,1663767000000,1350.66,1360.00,1324.00,1348.38,5906.597
7,2022-09-21 15:45:00,1663767900000,1348.27,1353.87,1345.73,1348.11,4449.353
8,2022-09-21 16:00:00,1663768800000,1348.12,1350.72,1346.00,1348.90,5023.776
9,2022-09-21 16:15:00,1663769700000,1349.01,1357.21,1347.85,1356.49,4309.595
10,2022-09-21 16:30:00,1663770600000,1356.50,1357.45,1340.00,1348.26,4077.870
11,2022-09-21 16:45:00,1663771500000,1348.37,1349.72,1341.00,1342.49,6430.529
12,2022-09-21 17:00:00,1663772400000,1342.62,1344.42,1324.00,1337.92,8996.854
13,2022-09-21 17:15:00,1663773300000,1337.98,1349.79,1335.54,1340.11,49760.799
14,2022-09-21 17:30:00,1663774200000,1340.04,1348.50,1340.04,1347.68,6094.386
15,2022-09-21 17:45:00,1663775100000,1347.68,1362.00,1341.80,1343.31,6431.880
16,2022-09-21 18:00:00,1663776000000,1343.09,1365.50,1340.87,1350.22,5558.922
17,2022-09-21 18:15:00,1663776900000,1350.09,1351.66,1346.28,1349.16,4098.277
18,2022-09-21 18:30:00,1663777800000,1349.09,1353.03,1346.60,1349.18,3902.415
19,2022-09-21 18:45:00,1663778700000,1349.19,1349.19,1340.00,1341.22,4730.422
20,2022-09-21 19:00:00,1663779600000,1341.22,1352.11,1340.93,1346.36,5285.910
21,2022-09-21 19:15:00,1663780500000,1346.38,1351.34,1342.40,1351.03,3752.921
22,2022-09-21 19:30:00,1663781400000,1351.13,1376.00,1350.51,1374.65,12748.739
23,2022-09-21 19:45:00,1663782300000,1374.37,1382.50,1345.00,1382.50,9827.320
24,2022-09-21 20:00:00,1663783200000,1374.06,1385.20,1310.00,1320.00,26174.233
25,2022-09-21 20:15:00,1663784100000,1320.00,1355.00,1320.00,1335.87,12503.819
26,2022-09-21 20:30:00,1663785000000,1335.93,1369.00,1321.42,1369.00,17542.595
27,2022-09-21 20:45:00,1663785900000,1364.28,1390.00,1320.00,1372.53,13063.025
28,2022-09-21 21:00:00,1663786800000,1372.54,1380.02,1346.98,1362.62,9292.993
29,2022-09-21 21:15:00,1663787700000,1362.81,1365.17,1342.46,1346.25,8805.196
30,2022-09-21 21:30:00,1663788600000,1346.25,1369.00,1327.55,1331.31,8414.249
31,2022-09-21 21:45:00,1663789500000,1331.35,1334.79,1321.36,1325.85,11836.231
32,2022-09-21 22:00:00,1663790400000,1325.85,1340.00,1320.00,1322.78,11257.366
33,2022-09-21 22:15:00,1663791300000,1322.53,1335.00,1311.00,1313.10,23254.135
34,2022-09-21 22:30:00,1663792200000,1313.49,1318.28,1310.01,1315.00,6421.716
35,2022-09-21 22:45:00,1663793100000,1315.00,1319.33,1310.29,1315.02,14332.533
36,2022-09-21 23:00:00,1663794000000,1314.89,1314.89,1280.00,1280.36,28173.182
37,2022-09-21 23:15:00,1663794900000,1280.36,1282.75,1250.00,1252.00,18278.484
38,2022-09-21 23:30:00,1663795800000,1252.25,1262.50,1230.38,1258.15,11028.457
39,2022-09-21 23:45:00,1663796700000,1258.01,1300.00,1242.01,1252.56,10043.665
40,2022-09-22 00:00:00,1663797600000,1252.65,1255.59,1225.00,1231.37,9704.257
41,2022-09-22 00:15:00,1663798500000,1231.38,1275.00,1220.00,1233.57,19660.743
