,date,dateTime,open,high,low,close,volume
0,2024-02-05 14:45:00,1707140700000,2331.42,2334.8,2328.24,2329.35,90892.05
1,2024-02-05 15:00:00,1707141600000,2329.35,2333.07,2326.17,2326.17,68231.55
2,2024-02-05 15:15:00,1707142500000,2326.17,2327.67,2322.39,2326.25,61540.93
3,2024-02-05 15:30:00,1707143400000,2326.25,2329.02,2320.98,2323.89,87295.52
4,2024-02-05 15:45:00,1707144300000,2323.89,2325.5,2316.96,2318.4,113382.5
5,2024-02-05 16:00:00,1707145200000,2318.4,2318.4,2310.9,2312.67,155692.92
6,2024-02-05 16:15:00,1707146100000,2312.67,2312.69,2306.23,2308.73,164854.31
7,2024-02-05 16:30:00,1707147000000,2308.73,2312.93,2302.35,2303.71,113679.67
8,2024-02-05 16:45:00,1707147900000,2303.71,2307.36,2294.21,2297.95,193083.36
9,2024-02-05 17:00:00,1707148800000,2297.95,2300.43,2292.07,2298.44,167349.73
10,2024-02-05 17:15:00,1707149700000,2298.44,2300.52,2290.67,2292.29,126214.78
11,2024-02-05 17:30:00,1707150600000,2292.29,2296.75,2292.27,2294.65,103219.59
12,2024-02-05 17:45:00,1707151500000,2294.65,2302.24,2294.15,2301.56,81331.03
13,2024-02-05 18:00:00,1707152400000,2301.56,2303,2298.75,2303,69619.68
14,2024-02-05 18:15:00,1707153300000,2303,2303.02,2297.42,2298.66,56243.43
15,2024-02-05 18:30:00,1707154200000,2298.66,2306.06,2298.66,2306.06,60953.93
16,2024-02-05 18:45:00,1707155100000,2306.06,2307.58,2301.09,2301.83,54348.27
17,2024-02-05 19:00:00,1707156000000,2301.83,2305.17,2297.8,2298.03,64868.06
18,2024-02-05 19:15:00,1707156900000,2298.03,2298.03,2295.17,2296.6,68903.57
19,2024-02-05 19:30:00,1707157800000,2296.6,2298.4,2295.11,2297.84,40479.12
20,2024-02-05 19:45:00,1707158700000,2297.84,2302.27,2297.38,2301.64,34999.78
21,2024-02-05 20:00:00,1707159600000,2301.64,2306.02,2300.67,2306,26420.18
22,2024-02-05 20:15:00,1707160500000,2306,2311.39,2305.98,2308.19,62767.94
23,2024-02-05 20:30:00,1707161400000,2308.19,2309.45,2303.94,2304.79,53859.87
24,2024-02-05 20:45:00,1707162300000,2304.79,2307.11,2303.67,2304.22,32974.34
25,2024-02-05 21:00:00,1707163200000,2304.22,2305.77,2294.23,2294.23,64616.1
26,2024-02-05 21:15:00,1707164100000,2294.23,2296.71,2283.75,2288.81,125219.41
27,2024-02-05 21:30:00,1707165000000,2288.81,2293.09,2285.96,2291.1,71820.64
28,2024-02-05 21:45:00,1707165900000,2291.1,2296.3,2288.76,2293.9,63200.66
29,2024-02-05 22:00:00,1707166800000,2293.9,2295.06,2289.09,2290,67491.34
30,2024-02-05 22:15:00,1707167700000,2290,2291.77,2286.51,2288.63,41014.69
31,2024-02-05 22:30:00,1707168600000,2288.63,2295.02,2287.13,2293.36,53262.38
32,2024-02-05 22:45:00,1707169500000,2293.36,2293.38,2287.76,2290.06,54684.31
33,2024-02-05 23:00:00,1707170400000,2290.06,2296.33,2286.79,2295.3,56960.46
34,2024-02-05 23:15:00,1707171300000,2295.3,2296.05,2289.19,2290.53,35156.8
35,2024-02-05 23:30:00,1707172200000,2290.53,2292.99,2287.6,2292.08,25367.55
36,2024-02-05 23:45:00,1707173100000,2292.08,2295.22,2292.08,2295.06,4288.16
37,2024-02-06 00:00:00,1707174000000,2295.06,2295.16,2291.85,2292.09,58081.84
38,2024-02-06 00:15:00,1707174900000,2292.09,2299.17,2292.08,2298.65,54946.95
39,2024-02-06 00:30:00,1707175800000,2298.65,2301.38,2297.86,2301.21,35769.27
40,2024-02-06 00:45:00,1707176700000,2301.21,2302.4,2301.21,2302.14,18642.72
41,2024-02-06 01:00:00,1707177600000,2302.14,2302.14,2299.06,2301.88,43937.51
42,2024-02-06 01:15:00,1707178500000,2301.88,2302.85,2299.4,2299.65,32664.59
43,2024-02-06 01:30:00,1707179400000,2299.65,2301.5,2299.51,2300.32,20597.43
44,2024-02-06 01:45:00,1707180300000,2300.32,2302.84,2299.83,2302.82,24082.57
45,2024-02-06 02:00:00,1707181200000,2302.82,2303.89,2300.44,2301.76,38141.06
46,2024-02-06 02:15:00,1707182100000,2301.76,2308.81,2301.29,2306.61,52397.04
47,2024-02-06 02:30:00,1707183000000,2306.61,2311,2304.79,2310.82,52698.58
48,2024-02-06 02:45:00,1707183900000,2310.82,2312.3,2307.27,2307.52,54253.17
49,2024-02-06 03:00:00,1707184800000,2307.52,2319.53,2306.15,2317.83,92736.38
50,2024-02-06 03:15:00,1707185700000,2317.83,2323.24,2317.02,2318.52,113326.28
51,2024-02-06 03:30:00,1707186600000,2318.52,2329.09,2318.52,2328.59,106499.66
52,2024-02-06 03:45:00,1707187500000,2328.59,2329.17,2323.09,2324.46,68402.15
53,2024-02-06 04:00:00,1707188400000,2324.46,2328.12,2324.35,2326,69582.56
54,2024-02-06 04:15:00,1707189300000,2326,2326.06,2320.19,2322,44265.26
55,2024-02-06 04:30:00,1707190200000,2322,2322.32,2316.38,2316.91,47413.44
56,2024-02-06 04:45:00,1707191100000,2316.91,2319.2,2313.73,2316.77,59420.78
57,2024-02-06 05:00:00,1707192000000,2316.77,2318.55,2314.46,2315.71,38204.34
58,2024-02-06 05:15:00,1707192900000,2315.71,2319.31,2313.63,2319.12,38994.25
59,2024-02-06 05:30:00,1707193800000,2319.12,2319.15,2315.42,2315.42,31610.47
60,2024-02-06 05:45:00,1707194700000,2315.42,2315.9,2313.67,2314.96,40937.5
61,2024-02-06 06:00:00,1707195600000,2314.96,2315.96,2311,2311,43666.19
62,2024-02-06 06:15:00,1707196500000,2311,2312.2,2308.96,2311.27,47982.95
63,2024-02-06 06:30:00,1707197400000,2311.27,2313.13,2310.4,2312.19,35965.42
64,2024-02-06 06:45:00,1707198300000,2312.19,2314.19,2311.5,2314.1,30148.16
65,2024-02-06 07:00:00,1707199200000,2314.1,2315.6,2311.86,2312,34777.43
66,2024-02-06 07:15:00,1707200100000,2312,2312.43,2309.42,2309.72,55332.3
67,2024-02-06 07:30:00,1707201000000,2309.72,2312.68,2309.58,2312.5,25546.44
68,2024-02-06 07:45:00,1707201900000,2312.5,2317.36,2312.48,2317.33,52156.19
69,2024-02-06 08:00:00,1707202800000,2317.33,2317.33,2311.67,2314.26,57571.26
70,2024-02-06 08:15:00,1707203700000,2314.26,2320.49,2314.26,2318.84,36262.6
71,2024-02-06 08:30:00,1707204600000,2318.84,2326.74,2318.84,2323.63,102720.68
72,2024-02-06 08:45:00,1707205500000,2323.63,2327.5,2323.63,2326.96,61857.49
73,2024-02-06 09:00:00,1707206400000,2326.96,2331.83,2323.59,2328.6,86601.76
74,2024-02-06 09:15:00,1707207300000,2328.6,2337.29,2327.17,2327.73,135387.94
75,2024-02-06 09:30:00,1707208200000,2327.73,2334.67,2326.02,2334.42,80211.81
76,2024-02-06 09:45:00,1707209100000,2334.42,2336.39,2331.48,2336.29,82728.5
77,2024-02-06 10:00:00,1707210000000,2336.29,2337.21,2331.08,2332.98,85224.64
78,2024-02-06 10:15:00,1707210900000,2332.98,2333,2327.92,2332.09,75967.28
79,2024-02-06 10:30:00,1707211800000,2332.09,2332.38,2329.2,2330.33,50639.41
80,2024-02-06 10:45:00,1707212700000,2330.33,2334.77,2330.23,2334.38,50580.61
81,2024-02-06 11:00:00,1707213600000,2334.38,2334.54,2328.76,2328.76,50245.67
82,2024-02-06 11:15:00,1707214500000,2328.76,2331.52,2328.28,2331.11,47580.31
83,2024-02-06 11:30:00,1707215400000,2331.11,2342.46,2324.8,2325.71,127819.07
84,2024-02-06 11:45:00,1707216300000,2325.71,2328.5,2316.63,2325.8,196375.14
85,2024-02-06 12:00:00,1707217200000,2325.8,2330.4,2320.53,2322.4,132108.62
86,2024-02-06 12:15:00,1707218100000,2322.4,2324.73,2318.9,2323.39,90467.7
87,2024-02-06 12:30:00,1707219000000,2323.39,2324.4,2321.05,2323.53,66200.15
88,2024-02-06 12:45:00,1707219900000,2323.53,2327.61,2323.53,2325.57,54829.36
89,2024-02-06 13:00:00,1707220800000,2325.57,2331.34,2324.15,2327.44,97893.69
90,2024-02-06 13:15:00,1707221700000,2327.44,2327.52,2320.94,2327.27,79216.69
91,2024-02-06 13:30:00,1707222600000,2327.27,2331.3,2327.25,2329.8,85130.39
92,2024-02-06 13:45:00,1707223500000,2329.8,2330.96,2311,2326,160969.76
93,2024-02-06 14:00:00,1707224400000,2326,2327.4,2319.44,2325.47,95433.73
94,2024-02-06 14:15:00,1707225300000,2325.47,2340.81,2325.47,2340.79,172413.46
95,2024-02-06 14:30:00,1707226200000,2340.79,2348.08,2336.59,2338.19,147972.05
96,2024-02-06 14:45:00,1707227100000,2338.19,2339.81,2335.23,2337.04,82696.51
97,2024-02-06 15:00:00,1707228000000,2337.04,2342.05,2335.4,2336.38,99768.46
98,2024-02-06 15:15:00,1707228900000,2336.38,2340.16,2332.1,2338.3,89399.76
