,date,dateTime,open,high,low,close,volume
0,2024-02-05 15:45:00,1707144300000,43296.77000000,43331.10000000,43150.91000000,43195.28000000,414.72862000
1,2024-02-05 16:00:00,1707145200000,43195.28000000,43195.29000000,42989.07000000,43035.63000000,765.54895000
2,2024-02-05 16:15:00,1707146100000,43035.62000000,43040.01000000,42769.00000000,42856.42000000,863.19668000
3,2024-02-05 16:30:00,1707147000000,42856.42000000,42937.66000000,42711.53000000,42770.00000000,472.38381000
4,2024-02-05 16:45:00,1707147900000,42770.00000000,42833.33000000,42600.11000000,42644.03000000,813.00123000
5,2024-02-05 17:00:00,1707148800000,42644.04000000,42726.35000000,42553.00000000,42661.23000000,825.97732000
6,2024-02-05 17:15:00,1707149700000,42661.23000000,42736.21000000,42501.00000000,42562.46000000,682.32403000
7,2024-02-05 17:30:00,1707150600000,42562.47000000,42638.22000000,42538.76000000,42581.11000000,402.59301000
8,2024-02-05 17:45:00,1707151500000,42581.11000000,42771.10000000,42577.13000000,42741.69000000,424.85915000
9,2024-02-05 18:00:00,1707152400000,42741.70000000,42782.27000000,42669.99000000,42765.18000000,346.47574000
10,2024-02-05 18:15:00,1707153300000,42765.17000000,42773.20000000,42660.00000000,42668.54000000,187.28133000
11,2024-02-05 18:30:00,1707154200000,42668.54000000,42853.70000000,42668.53000000,42825.14000000,333.68326000
12,2024-02-05 18:45:00,1707155100000,42825.14000000,42836.63000000,42702.68000000,42720.94000000,226.22808000
13,2024-02-05 19:00:00,1707156000000,42720.94000000,42738.95000000,42602.25000000,42650.00000000,299.91759000
14,2024-02-05 19:15:00,1707156900000,42649.99000000,42650.00000000,42574.35000000,42635.58000000,201.20778000
15,2024-02-05 19:30:00,1707157800000,42635.58000000,42648.40000000,42583.85000000,42633.56000000,159.70624000
16,2024-02-05 19:45:00,1707158700000,42633.55000000,42735.08000000,42606.81000000,42730.89000000,212.38055000
17,2024-02-05 20:00:00,1707159600000,42730.89000000,42806.99000000,42703.43000000,42778.94000000,220.19647000
18,2024-02-05 20:15:00,1707160500000,42778.94000000,42869.66000000,42778.93000000,42820.03000000,206.90850000
19,2024-02-05 20:30:00,1707161400000,42820.04000000,42866.52000000,42803.44000000,42821.75000000,180.74351000
20,2024-02-05 20:45:00,1707162300000,42821.75000000,42863.24000000,42750.88000000,42765.36000000,158.90720000
21,2024-02-05 21:00:00,1707163200000,42765.35000000,42798.37000000,42584.81000000,42589.98000000,303.49397000
22,2024-02-05 21:15:00,1707164100000,42589.99000000,42634.00000000,42333.33000000,42432.98000000,1000.05132000
23,2024-02-05 21:30:00,1707165000000,42432.98000000,42488.00000000,42391.10000000,42455.89000000,258.04853000
24,2024-02-05 21:45:00,1707165900000,42455.90000000,42462.16000000,42365.86000000,42426.01000000,427.69864000
25,2024-02-05 22:00:00,1707166800000,42426.00000000,42464.96000000,42376.34000000,42420.93000000,290.27584000
26,2024-02-05 22:15:00,1707167700000,42420.94000000,42451.10000000,42381.10000000,42407.98000000,140.31355000
27,2024-02-05 22:30:00,1707168600000,42407.98000000,42556.89000000,42395.00000000,42501.11000000,293.01928000
28,2024-02-05 22:45:00,1707169500000,42501.12000000,42525.11000000,42365.81000000,42386.00000000,199.17252000
29,2024-02-05 23:00:00,1707170400000,42386.01000000,42501.32000000,42330.52000000,42495.66000000,246.67388000
30,2024-02-05 23:15:00,1707171300000,42495.66000000,42512.53000000,42418.08000000,42429.00000000,120.94607000
31,2024-02-05 23:30:00,1707172200000,42429.00000000,42475.86000000,42387.36000000,42437.45000000,179.68408000
32,2024-02-05 23:45:00,1707173100000,42437.45000000,42530.23000000,42437.44000000,42504.74000000,109.28878000
33,2024-02-06 00:00:00,1707174000000,42504.73000000,42520.55000000,42462.16000000,42491.75000000,220.06987000
34,2024-02-06 00:15:00,1707174900000,42491.76000000,42666.66000000,42484.39000000,42634.07000000,302.99791000
35,2024-02-06 00:30:00,1707175800000,42634.08000000,42706.00000000,42622.53000000,42694.84000000,192.56258000
36,2024-02-06 00:45:00,1707176700000,42694.85000000,42722.30000000,42694.84000000,42708.70000000,138.15696000
37,2024-02-06 01:00:00,1707177600000,42708.70000000,42730.00000000,42642.00000000,42651.99000000,182.73281000
38,2024-02-06 01:15:00,1707178500000,42652.00000000,42681.10000000,42608.00000000,42613.91000000,175.63143000
39,2024-02-06 01:30:00,1707179400000,42613.91000000,42641.93000000,42602.32000000,42604.30000000,123.11680000
40,2024-02-06 01:45:00,1707180300000,42604.29000000,42624.47000000,42591.10000000,42600.34000000,107.37240000
41,2024-02-06 02:00:00,1707181200000,42600.34000000,42649.62000000,42574.00000000,42591.10000000,191.00635000
42,2024-02-06 02:15:00,1707182100000,42591.10000000,42769.22000000,42581.10000000,42706.23000000,196.53417000
43,2024-02-06 02:30:00,1707183000000,42706.23000000,42725.15000000,42665.53000000,42725.15000000,121.05254000
44,2024-02-06 02:45:00,1707183900000,42725.14000000,42750.83000000,42671.10000000,42671.11000000,85.47898000
45,2024-02-06 03:00:00,1707184800000,42671.11000000,42826.15000000,42650.00000000,42794.32000000,249.72881000
46,2024-02-06 03:15:00,1707185700000,42794.33000000,42820.57000000,42736.05000000,42738.00000000,227.64227000
47,2024-02-06 03:30:00,1707186600000,42738.00000000,42920.00000000,42736.01000000,42904.40000000,335.67687000
48,2024-02-06 03:45:00,1707187500000,42904.40000000,42941.47000000,42852.18000000,42852.19000000,222.88879000
49,2024-02-06 04:00:00,1707188400000,42852.18000000,42960.01000000,42844.83000000,42945.12000000,307.80253000
50,2024-02-06 04:15:00,1707189300000,42945.11000000,42945.12000000,42896.40000000,42901.43000000,115.69199000
51,2024-02-06 04:30:00,1707190200000,42901.43000000,42901.44000000,42825.62000000,42828.39000000,120.44311000
52,2024-02-06 04:45:00,1707191100000,42828.39000000,42881.07000000,42769.96000000,42851.11000000,134.36534000
53,2024-02-06 05:00:00,1707192000000,42851.10000000,42907.62000000,42832.75000000,42859.96000000,183.39771000
54,2024-02-06 05:15:00,1707192900000,42859.96000000,42926.73000000,42817.19000000,42918.96000000,131.74533000
55,2024-02-06 05:30:00,1707193800000,42918.95000000,42918.96000000,42836.00000000,42836.01000000,111.15239000
