Index,date,dateTime,open_Binance,high_Binance,low_Binance,close_Binance,volume_Binance,open_Bybit,high_Bybit,low_Bybit,close_Bybit,volume_Bybit,change_Binance,change_Bybit,arbitrage
133,2022-09-22 23:15:00,1663881300000,1321.22,1322.55,1312.93,1313.81,5539.506,1328.45,1331.15,1316.55,1318.15,538.83,-0.5616021555834814,-0.7753396815837972,0
134,2022-09-22 23:30:00,1663882200000,1313.8,1321.0,1312.88,1313.13,7217.247,1318.15,1327.5,1314.5,1325.3,235.69,-0.0532805602070365,0.5424268861662075,0
135,2022-09-22 23:45:00,1663883100000,1313.1,1315.13,1306.69,1307.45,3358.594,1325.3,1325.3,1317.9,1317.95,16.37,-0.437895057497525,-0.5545914132649143,0
136,2022-09-23 00:00:00,1663884000000,1307.35,1317.79,1307.35,1316.98,3669.946,1317.95,1322.25,1299.0,1318.4,16873.93,0.7366045817875939,0.03414393565765359,0
137,2022-09-23 00:15:00,1663884900000,1316.98,1350.0,1314.85,1325.72,7485.211,1318.4,1332.0,1316.5,1326.9,587.37,0.67047335570775,0.6447208737864077,0
138,2022-09-23 00:30:00,1663885800000,1325.81,1331.7,1322.01,1323.07,4657.156,1326.9,1349.5,1326.9,1335.55,28713.61,-0.21420867243420386,0.6518953952822265,0
139,2022-09-23 00:45:00,1663886700000,1322.97,1355.0,1319.41,1323.99,4496.092,1335.55,1335.55,1332.0,1332.0,45.08,0.07709925395133539,-0.265808094043649,0
140,2022-09-23 01:00:00,1663887600000,1323.99,1350.55,1322.36,1335.51,7030.336,1332.0,1355.3,1332.0,1339.15,561.23,0.8595231081805664,0.5367867867867937,0
141,2022-09-23 01:15:00,1663888500000,1335.37,1335.37,1323.06,1329.88,3709.435,1339.15,1339.2,1337.35,1337.35,15.7,-0.40213573766071514,-0.13441362058023237,0
142,2022-09-23 01:30:00,1663889400000,1330.0,1333.92,1327.17,1329.89,3256.133,1337.35,1337.4,1329.6,1331.75,175.1,-0.005263157894732055,-0.4187385501177634,0
143,2022-09-23 01:45:00,1663890300000,1329.93,1330.29,1325.0,1326.2,5307.437,1331.75,1333.5,1326.7,1330.25,62.34,-0.2902408397434547,-0.11263375258119017,0
144,2022-09-23 02:00:00,1663891200000,1326.07,1333.2,1324.16,1331.21,3596.35,1330.25,1340.85,1326.15,1330.8,439.94,0.3785622176808149,0.041345611727115546,0
145,2022-09-23 02:15:00,1663892100000,1331.09,1339.43,1329.01,1332.0,5029.429,1330.8,1340.9,1330.8,1333.0,452.93,0.07061881615819025,0.1653140967838928,0
146,2022-09-23 02:30:00,1663893000000,1332.03,1334.97,1327.2,1327.94,3351.333,1333.0,1335.7,1330.5,1330.75,143.2,-0.27927298934708883,-0.16879219804951237,0
147,2022-09-23 02:45:00,1663893900000,1328.31,1330.29,1321.52,1321.87,4259.227,1330.75,1337.5,1328.5,1330.25,366.44,-0.4976248014394155,-0.0375727972947586,0
148,2022-09-23 03:00:00,1663894800000,1321.7,1350.0,1305.13,1321.99,21626.24,1330.25,1330.25,1323.0,1328.1,34.13,0.12029961413330696,-0.16162375493329006,0
149,2022-09-23 03:15:00,1663895700000,1323.29,1330.0,1321.83,1327.0,9803.622,1328.1,1341.15,1315.9,1330.05,948.56,0.28036182545020644,0.14682629320081664,0
150,2022-09-23 03:30:00,1663896600000,1327.0,1327.38,1314.78,1325.71,4865.766,1330.05,1330.05,1316.25,1326.95,553.89,-0.0972117558402384,-0.23307394458854247,0
151,2022-09-23 03:45:00,1663897500000,1325.71,1333.76,1324.8,1332.67,4024.18,1326.95,1334.75,1324.9,1332.75,572.49,0.5242473844204272,0.4370925807302426,0
152,2022-09-23 04:00:00,1663898400000,1332.66,1352.09,1280.0,1328.91,4887.425,1332.75,1335.55,1327.3,1329.2,736.3,-0.2911470292497793,-0.2663665353592162,0
153,2022-09-23 04:15:00,1663899300000,1328.78,1328.78,1323.0,1325.01,3007.918,1329.2,1330.3,1324.95,1325.15,421.29,-0.28221375999036713,-0.304694553114652,0
154,2022-09-23 04:30:00,1663900200000,1325.03,1327.38,1321.28,1325.43,3426.945,1325.15,1330.95,1324.95,1326.85,123.29,0.030942695637086095,0.12828736369466234,0
155,2022-09-23 04:45:00,1663901100000,1325.44,1331.93,1323.85,1324.79,3360.912,1326.85,1331.15,1325.1,1325.85,283.89,-0.0543215837759557,-0.07536646945773826,0
156,2022-09-23 05:00:00,1663902000000,1324.72,1336.82,1290.0,1336.42,5873.278,1325.85,1337.35,1325.85,1336.4,312.17,0.8854701370855742,0.7957159558019521,0
157,2022-09-23 05:15:00,1663902900000,1336.45,1350.0,1335.17,1342.21,9028.927,1336.4,1345.45,1335.95,1343.5,272.61,0.43697856260989326,0.531278060460933,0
158,2022-09-23 05:30:00,1663903800000,1342.29,1355.0,1339.2,1340.74,4569.027,1343.5,1349.15,1340.4,1344.65,271.18,-0.1199442743371328,0.08559732043171499,0
159,2022-09-23 05:45:00,1663904700000,1340.68,1342.99,1337.09,1339.41,2650.472,1344.65,1344.7,1340.0,1340.0,98.85,-0.08279380612824293,-0.3458148960696159,0
160,2022-09-23 06:00:00,1663905600000,1339.57,1343.1,1333.41,1340.61,3028.545,1340.0,1344.9,1337.35,1337.35,11.32,0.07838336182505988,-0.19776119402985753,0
161,2022-09-23 06:15:00,1663906500000,1340.62,1348.69,1330.0,1345.08,4019.648,1337.35,1351.7,1331.85,1346.15,8393.16,0.34088705225941457,0.6580177216136526,0
162,2022-09-23 06:30:00,1663907400000,1345.19,1349.47,1330.0,1348.31,3289.982,1346.15,1358.5,1346.15,1350.05,440.95,0.22078665467331954,0.2897151134717426,0
163,2022-09-23 06:45:00,1663908300000,1348.16,1355.0,1346.16,1350.31,9742.739,1350.05,1365.25,1343.3,1353.1,8151.69,0.15947661998574825,0.22591755860893706,0
164,2022-09-23 07:00:00,1663909200000,1350.31,1355.0,1344.73,1347.54,4022.442,1353.1,1358.15,1347.65,1348.5,110.24,-0.21254378624166975,-0.3399600916414093,0
165,2022-09-23 07:15:00,1663910100000,1347.44,1354.44,1346.87,1349.99,3515.292,1348.5,1356.5,1348.3,1350.95,218.03,0.17959983375882008,0.18168335187245424,0
166,2022-09-23 07:30:00,1663911000000,1349.86,1355.0,1345.03,1345.27,3964.233,1350.95,1350.95,1349.9,1349.9,3.7,-0.33410872238602457,-0.07772308375587213,0
167,2022-09-23 07:45:00,1663911900000,1345.35,1355.0,1342.98,1343.03,3587.462,1349.9,1358.15,1349.45,1349.45,201.64,-0.17541903593859592,-0.03333580265205167,0
168,2022-09-23 08:00:00,1663912800000,1342.99,1348.87,1341.42,1346.7,3095.735,1349.45,1350.05,1346.3,1347.6,89.67,0.2680585856931108,-0.1370928896958121,0
169,2022-09-23 08:15:00,1663913700000,1346.59,1355.0,1340.0,1343.33,4177.462,1347.6,1351.7,1344.5,1345.15,167.35,-0.236894674696814,-0.1818046898189239,0
170,2022-09-23 08:30:00,1663914600000,1343.4,1345.55,1339.0,1342.78,2665.479,1345.15,1352.55,1344.5,1344.5,240.31,-0.053595355069229356,-0.04832174850389108,0
171,2022-09-23 08:45:00,1663915500000,1342.68,1344.89,1341.91,1343.6,2466.877,1344.5,1355.3,1342.95,1344.05,666.02,0.06926445616229006,-0.03346969133507218,0
172,2022-09-23 09:00:00,1663916400000,1343.61,1345.0,1330.0,1339.21,5915.366,1344.05,1346.3,1337.35,1339.2,55.97,-0.3274759788926745,-0.3608496707711699,0
173,2022-09-23 09:15:00,1663917300000,1339.21,1342.09,1329.87,1340.57,3744.182,1339.2,1342.75,1339.2,1342.4,1.83,0.09184519231487355,0.2389486260454036,0
174,2022-09-23 09:30:00,1663918200000,1340.44,1340.81,1334.06,1335.31,4131.742,1342.4,1343.95,1334.0,1334.7,228.46,-0.382710154874527,-0.5735995232419581,0
175,2022-09-23 09:45:00,1663919100000,1335.31,1355.0,1328.96,1331.86,15455.057,1334.7,1339.2,1334.0,1334.05,22.37,-0.2418913960054233,-0.0487000824155309,0
176,2022-09-23 10:00:00,1663920000000,1332.08,1335.57,1329.78,1331.5,3222.787,1334.05,1338.45,1334.05,1336.55,5.74,-0.04729445678937314,0.1873992728908212,0
177,2022-09-23 10:15:00,1663920900000,1331.45,1331.45,1320.56,1320.84,4127.562,1336.55,1336.55,1332.65,1332.65,102.51,-0.803635134627665,-0.29179604204854764,0
178,2022-09-23 10:30:00,1663921800000,1320.75,1325.02,1316.94,1317.42,4443.321,1332.65,1332.65,1321.4,1322.6,239.14,-0.26272950974825116,-0.7541364949536774,0
179,2022-09-23 10:45:00,1663922700000,1317.28,1319.46,1312.43,1318.17,5080.688,1322.6,1322.6,1319.85,1322.1,24.19,0.03643872221547569,-0.03780432481475881,0
180,2022-09-23 11:00:00,1663923600000,1317.76,1325.78,1315.51,1320.66,8955.474,1322.1,1328.8,1319.85,1319.85,184.9,0.22007042253521816,-0.17018379850238258,0
181,2022-09-23 11:15:00,1663924500000,1320.66,1322.73,1318.09,1321.39,3619.056,1319.85,1326.0,1319.85,1325.2,56.55,0.04846061817575096,0.4053490926999384,0
182,2022-09-23 11:30:00,1663925400000,1321.3,1321.99,1304.58,1309.97,6773.603,1325.2,1325.2,1316.05,1316.05,330.36,-0.8552183455687546,-0.6904618170842205,0
183,2022-09-23 11:45:00,1663926300000,1310.0,1313.47,1304.22,1313.02,6878.411,1316.05,1321.4,1316.0,1321.4,43.56,0.20992366412213742,0.4065195091372012,0
184,2022-09-23 12:00:00,1663927200000,1312.75,1315.0,1309.25,1311.16,5384.158,1321.4,1321.4,1304.15,1312.6,1163.8,-0.11731098838316234,-0.6659603450885562,0
185,2022-09-23 12:15:00,1663928100000,1311.21,1311.94,1302.39,1305.2,5050.273,1312.6,1315.0,1309.15,1309.2,31.92,-0.4453901358287494,-0.2590278835898113,0
186,2022-09-23 12:30:00,1663929000000,1305.37,1308.01,1304.01,1307.37,3439.185,1309.2,1316.1,1309.15,1309.2,10.05,0.18462198457143048,0.0,0
187,2022-09-23 12:45:00,1663929900000,1307.78,1307.78,1290.11,1295.13,8315.792,1309.2,1316.1,1300.0,1300.0,137.83,-0.9604061845264453,-0.702719217842961,0
188,2022-09-23 13:00:00,1663930800000,1295.22,1296.63,1290.0,1291.58,6708.534,1300.0,1308.3,1300.0,1300.45,323.27,-0.30573956547922637,0.034615384615388115,0
189,2022-09-23 13:15:00,1663931700000,1291.26,1293.58,1284.79,1293.58,5537.294,1300.45,1300.5,1298.7,1298.7,39791.48,0.18121834487244382,-0.13456880310661695,0
190,2022-09-23 13:30:00,1663932600000,1293.6,1300.5,1280.0,1300.5,9291.529,1298.7,1298.75,1295.1,1295.15,1036.04,0.5333951762523261,-0.27335027335026985,0
191,2022-09-23 13:45:00,1663933500000,1300.5,1307.59,1282.36,1287.41,12387.424,1295.15,1303.05,1295.1,1295.1,228.24,-1.0003844675124944,-0.0038605566922890705,0
192,2022-09-23 14:00:00,1663934400000,1287.49,1299.76,1285.96,1299.76,5533.648,1295.1,1303.05,1295.1,1300.45,474.0,0.9545705209360822,0.41309551385994414,0
193,2022-09-23 14:15:00,1663935300000,1299.78,1304.02,1293.88,1300.63,4324.14,1300.45,1305.95,1295.25,1300.5,54.17,0.08155226269060498,0.003844822945899844,0
194,2022-09-23 14:30:00,1663936200000,1300.84,1303.32,1296.65,1298.83,4658.897,1300.5,1310.7,1300.5,1302.4,43.69,-0.12222871375418333,0.1460976547481808,0
195,2022-09-23 14:45:00,1663937100000,1299.25,1311.98,1296.18,1297.73,5168.374,1302.4,1308.75,1300.0,1300.5,300.14,-0.10544544929766334,-0.14588452088452786,0
196,2022-09-23 15:00:00,1663938000000,1297.88,1313.14,1280.0,1311.35,14210.815,1300.5,1314.35,1300.0,1309.85,91.27,1.0239775634110984,0.7189542483660061,0
197,2022-09-23 15:15:00,1663938900000,1311.17,1322.1,1305.0,1314.45,5527.31,1309.85,1323.2,1307.3,1316.15,396.03,0.2532089660379612,0.4809711035614905,0
198,2022-09-23 15:30:00,1663939800000,1314.49,1321.3,1302.6,1307.54,7875.609,1316.15,1323.15,1303.45,1311.4,796.57,-0.5211146528311291,-0.36090111309501194,0
199,2022-09-23 15:45:00,1663940700000,1307.64,1321.3,1269.11,1269.11,17006.019,1311.4,1312.6,1300.0,1300.0,7735.52,-3.0122969624667415,-0.86929998474913,0
200,2022-09-23 16:00:00,1663941600000,1268.25,1310.0,1262.51,1280.51,9732.977,1300.0,1308.85,1300.0,1300.45,370.08,0.9666863788685189,0.034615384615388115,0
201,2022-09-23 16:15:00,1663942500000,1280.51,1290.0,1270.25,1283.6,7594.169,1300.45,1313.5,1300.0,1300.0,555.73,0.2452147972292368,-0.03460340651313357,0
202,2022-09-23 16:30:00,1663943400000,1283.65,1283.87,1276.92,1282.46,7031.32,1300.0,1310.5,1300.0,1302.15,83.03,-0.05686908425193924,0.16538461538462237,0
203,2022-09-23 16:45:00,1663944300000,1282.92,1301.37,1281.21,1290.0,19342.53,1302.15,1310.0,1302.15,1302.15,511.33,0.9267920057369027,0.0,0
204,2022-09-23 17:00:00,1663945200000,1294.81,1309.99,1277.4,1282.56,11511.618,1302.15,1323.15,1302.15,1316.1,461.99,-0.9468570678323454,1.0713051491763481,0
205,2022-09-23 17:15:00,1663946100000,1282.55,1317.0,1282.47,1304.48,16856.42,1316.1,1335.05,1316.1,1324.95,1074.55,1.724689095941688,0.6724413038523013,0
206,2022-09-23 17:30:00,1663947000000,1304.67,1316.99,1293.53,1294.51,14650.673,1324.95,1333.8,1299.8,1330.25,1010.04,-0.7864057577778281,0.40001509490923837,0
207,2022-09-23 17:45:00,1663947900000,1294.41,1296.33,1270.0,1293.85,9446.809,1330.25,1330.25,1295.1,1321.4,152.99,-0.03399232082570859,-0.6652884796090892,0
208,2022-09-23 18:00:00,1663948800000,1293.97,1296.04,1283.06,1290.48,7490.698,1321.4,1321.4,1295.1,1295.6,646.56,-0.26816695904851173,-1.952474648100513,0
